fullName,url,stars,forks,pushed,language,license_key,license,license_class,reuse_terms,archived,description,project_area
monteslu/vibe-eyes,https://github.com/monteslu/vibe-eyes,54,4,2026-02-04,JavaScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"description: ""An MCP server that enables LLMs to 'see' what's happening in browser-based games and applications through vectorized canvas visualization and debug information.",vidyut/prabha
MrXujiang/opne-aureka,https://github.com/MrXujiang/opne-aureka,52,14,2026-08-03,TypeScript,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,"Upload spreadsheets, ask questions via chat, and auto-generate chart reports. No coding required, gain instant insights and unlock data value effortlessly. ｜上传表格，像聊天一样提问，系统自动分析生成图表报告。无需编程，即时洞察，数据价值触手可及。",vidyut/prabha
usnistgov/NetSimulyzer,https://github.com/usnistgov/NetSimulyzer,49,13,2026-07-14,C++,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,"A flexible 3D visualizer for displaying, debugging, presenting, and understanding ns-3 scenarios.",vidyut/prabha
zrchn/GraPy,https://github.com/zrchn/GraPy,49,2,2026-04-03,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Flow-based Python with nestable REPL: Build by drag-and-drop, debug, maintain state and visualize anywhere, even inside functions, loops, and conditionals. Integrates seamlessly with your existing environments and local files. Python is DSL.",vidyut/prabha
okmatija/Prizm,https://github.com/okmatija/Prizm,45,1,2026-06-04,C++,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A Computational Geometry Debugging Tool,vidyut/prabha
usnistgov/NetSimulyzer-ns3-module,https://github.com/usnistgov/NetSimulyzer-ns3-module,44,9,2026-08-12,C++,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,"A flexible 3D visualizer for displaying, debugging, presenting, and understanding ns-3 scenarios.",vidyut/prabha
Fody/Visualize,https://github.com/Fody/Visualize,42,8,2026-07-14,C#,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Adds debugger attributes to help visualize objects.,vidyut/prabha
su5176/Mklink-AI-Probe,https://github.com/su5176/Mklink-AI-Probe,37,22,2026-09-02,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"MKLink AI Probe is an all-in-one embedded debugging CLI for Cortex-M microcontrollers. It bridges the MKLink/MicroLink    hardware probe with AI agents (Claude, OpenAI) to enable natural-language driven firmware flashing, real-time   waveform visualization, memory inspection, fault diagnosis, and industrial protocol debugging.",vidyut/prabha
NinovanderMark/ConsoleRenderer,https://github.com/NinovanderMark/ConsoleRenderer,32,1,2026-07-19,C#,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Library to render to the terminal using C# and .NET,vidyut/prabha
V2233/micro-plugin,https://github.com/V2233/micro-plugin,30,4,2026-01-24,JavaScript,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,"Micro-Plugin is Yunzai-Bot's low-code development and management platform that provides features such as online creation of predefined messages for bots, configuration editing, file management, code editing, status visualization, log viewing, etc. The built-in text and image editors allow you to define dynamic messages...",vidyut/prabha
SOPTIM/RDFArchitect,https://github.com/SOPTIM/RDFArchitect,26,5,2026-09-06,Java,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"RDFArchitect is a web-based tool for visualizing, editing, and sharing RDFS schemas with CIM extensions - as used in CGMES and the ENTSO-e network code profiles — along with their SHACL constraints.",vidyut/prabha
nyx-space/nyx,https://github.com/nyx-space/nyx,485,43,2026-09-04,Rust,agpl-3.0,GNU Affero General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,"Nyx is a high fidelity, fast, reliable and validated astrodynamics toolkit library written in Rust and available in Python",vyomnetra
duncaneddy/brahe,https://github.com/duncaneddy/brahe,97,12,2026-09-06,Rust,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A practical astrodynamics for research and engineering applications,vyomnetra
bluescarni/heyoka.py,https://github.com/bluescarni/heyoka.py,91,14,2026-07-22,Python,mpl-2.0,Mozilla Public License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Python library for ODE integration via Taylor's method and LLVM,vyomnetra
tudat-team/tudatpy,https://github.com/tudat-team/tudatpy,88,53,2026-09-06,C++,bsd-3-clause,"BSD 3-Clause ""New"" or ""Revised"" License",permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A Python platform to perform astrodynamics and space research.,vyomnetra
open-space-collective/open-space-toolkit-astrodynamics,https://github.com/open-space-collective/open-space-toolkit-astrodynamics,83,19,2026-09-01,C++,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Flight profile, orbit, attitude, access.",vyomnetra
arda-guler/orbitSim3D,https://github.com/arda-guler/orbitSim3D,76,9,2025-05-03,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Sophisticated astrodynamics and space mission simulator. Calculate n-body trajectories, perform orbital maneuvers, apply various perturbations, generate plots, and more! Minimal dependencies.",vyomnetra
parzivail/SGP.NET,https://github.com/parzivail/SGP.NET,49,17,2026-08-26,C#,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"C# SGP4 Satellite Prediction Library. Load satellites from TLEs, convert between coordinate systems and reference frames, observe satellites from ground stations, and more.",vyomnetra
GalacticDynamics/galax,https://github.com/GalacticDynamics/galax,49,9,2026-09-01,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Galactic and Gravitational Dynamics in Python (+ GPU and autodiff),vyomnetra
ansys/pystk,https://github.com/ansys/pystk,37,7,2026-09-06,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,The next generation Python API for STK,vyomnetra
donutTheJedi/Rocket-Launch-Simulation,https://github.com/donutTheJedi/Rocket-Launch-Simulation,36,2,2026-08-12,JavaScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A 2D simulation of orbital mechanics and rocket launch from earth,vyomnetra
PremaanshVyas/satlas,https://github.com/PremaanshVyas/satlas,31,5,2026-08-20,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Real-time space situational awareness, with an AI agent at the front door.",vyomnetra
